geoarea,status,region,subregion,geoarea_esri,iso-alpha3,economy,sids,economy_sids,un_region_code,un_region_name,un_subregion_code,un_subregion_name,un_intermediate_region_code,un_intermediate_region_name,un_area,m49_code,mrgid,eez_area,total_eez_area,eez_deeper_than_200,eez_area_0_to_200m,eez_area_200_to_1000m,eez_area_1000_to_2000m,eez_area_2000_to_4000m,eez_area_4000_to_6000m,eez_area_deeper_than_6000m,pct_eez_deeper_than_200,no_ocean,has_ocean,has_ocean_no_deep,has_ocean_deep,ocean_status,50_percent_or_more,90_percent_or_more,Depth_200_PCT,Depth_200_1000_PCT,Depth_1000_2000_PCT,Depth_2000_4000_PCT,Depth_4000_6000_PCT,Depth_6000_PCT,num_survey,num_survey_geo,num_research_geo,survey_research,survey_alone,research_alone,no_data,yes_data,data_sources,no_research_why,check,geoarea eez check,Sovereign,income_group_wb,has_deep_ocean,,dscsr-all,dscsr-imp,dscsr-tools,dscsr-exp,dscsr-group,dscsr-group-imp,dscsr-group-tools,dscsr-group-exp,dsc-pi-all,dsc-pi-vessel,dsc-pi-dsv,dsc-pi-sensor,dsc-pi-data,dsc-pi-org,dsc-pi-ind,dsc-ai-all,dsc-ai-vessel,dsc-ai-dsv,dsc-ai-sensor,dsc-ai-data,dsc-si-all,dsc-si-vessel,dsc-si-dsv,dsc-si-sensor,dsc-si-data,dsc-index-group
Dominican Republic,Sovereign,Latin America and the Caribbean,Caribbean,Dominican Republic,DOM,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Dominican Republic,214,8409,Dominican Republic,349423.9853,339107.5892,10316.39615,15690.21884,18914.92951,107317.3014,191057.2694,6127.870072,97.05,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,4,5,31,55,2,1,1,1,1,0,0,0,1,survey_research,,1,Dominican Republic,Dominican Republic,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,4,4,2,4,5,5,4,2,2,1,2,3,2,2,1,1,1,D
Panama,Sovereign,Latin America and the Caribbean,Central America,Panama,PAN,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,13,Central America,Panama,591,8423,Panama,328862.9063,280318.3817,48544.52453,21528.58404,44712.4157,212252.5973,1824.784693,0,85.24,0,1,0,1,has_ocean_deep,TRUE,FALSE,15,7,14,65,1,0,1,1,1,1,0,0,0,1,survey_research,,1,Panama,Panama,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,3,3,1,4,4,2,4,2,2,1,2,3,3,2,2,3,2,D
Puerto Rico,Territory,Latin America and the Caribbean,Caribbean,Puerto Rico,PRI,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Puerto Rico,630,33179,Puerto Rico,154396.0853,149016.9453,5379.140087,8225.949416,10201.91838,18971.67684,86563.93666,25053.46396,96.52,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,5,7,12,56,16,1,1,1,1,0,0,0,1,survey_research,,1,Puerto Rico,United States of America,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,1,1,3,1,1,4,2,2,1,2,3,2,2,1,1,1,D
Saint Kitts and Nevis,Sovereign,Latin America and the Caribbean,Caribbean,Saint Kitts and Nevis,KNA,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Saint Kitts and Nevis,659,8413,Saint Kitts and Nevis,9420.247444,8727.595982,692.651461,3861.947287,4865.648695,0,0,0,92.65,0,1,0,1,has_ocean_deep,TRUE,TRUE,7,41,52,0,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Saint Kitts and Nevis,Saint Kitts and Nevis,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,1,4,1,1,1,1,3,2,2,1,2,3,2,2,1,1,1,D
Saint Lucia,Sovereign,Latin America and the Caribbean,Caribbean,Saint Lucia,LCA,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Saint Lucia,662,8416,Saint Lucia,15371.5323,14794.82793,576.704365,1753.476015,5810.150833,7231.201085,0,0,96.25,0,1,0,1,has_ocean_deep,TRUE,TRUE,4,11,38,47,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Saint Lucia,Saint Lucia,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,1,3,1,1,1,2,3,2,2,1,2,3,2,2,1,1,1,D
Suriname,Sovereign,Latin America and the Caribbean,South America,Suriname,SUR,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,5,South America,Suriname,740,8461,Suriname,132653.2023,76256.6854,56396.51691,14148.0719,27022.3043,30231.27117,4855.03803,0,57.49,0,1,0,1,has_ocean_deep,TRUE,FALSE,43,11,20,23,4,0,1,1,1,1,0,0,0,1,survey_research,,1,Suriname,Suriname,Upper middle income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,2,4,1,1,3,2,4,2,1,1,2,3,2,1,2,2,1,C
Turks and Caicos Islands,Territory,Latin America and the Caribbean,Caribbean,Turks and Caicos Islands,TCA,Unclassified,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Turks and Caicos Islands,796,8405,Turks and Caicos Islands,90155.78527,85848.95522,4306.830048,3728.012764,3901.625835,11425.55967,66793.75695,0,95.22,0,1,0,1,has_ocean_deep,TRUE,TRUE,5,4,4,13,74,0,1,1,1,1,0,0,0,1,survey_research,,1,Turks and Caicos Islands,United Kingdom,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,3,3,2,2,3,2,3,2,2,1,2,3,2,2,1,1,1,D
Uruguay,Sovereign,Latin America and the Caribbean,South America,Uruguay,URY,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Uruguay,858,8467,Uruguay,121384.5113,67631.95543,53752.55591,6818.543349,11674.3809,42001.86129,7137.169893,0,55.72,0,1,0,1,has_ocean_deep,TRUE,FALSE,44,6,10,35,6,0,1,1,1,1,0,0,0,1,survey_research,,1,Uruguay,Uruguay,High income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,3,5,1,4,5,3,3,2,1,1,2,3,2,1,2,2,1,C
Chile,Sovereign,Latin America and the Caribbean,South America,Chile,CHL,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Chile,152,8465,Chile,3634154.116,3449530.155,184623.9603,99658.13773,114916.8745,1955573.321,1240325.542,39056.27942,94.92,0,1,0,1,has_ocean_deep,TRUE,TRUE,5,3,3,54,34,1,2,1,1,1,0,0,0,1,survey_research,,1,Chile,Chile,High income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,4,5,4,5,5,4,4,2,1,1,2,3,2,1,2,2,1,C
Ecuador,Sovereign,Latin America and the Caribbean,South America,Ecuador,ECU,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Ecuador,218,8431,Ecuador,1049816.488,1016476.913,33339.5743,32763.49197,129367.549,852354.5629,1991.309441,0,96.82,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,3,12,81,0,0,2,1,1,1,0,0,0,1,survey_research,,1,Ecuador,Ecuador,Upper middle income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,4,5,3,5,5,3,4,2,1,1,2,3,2,1,2,2,1,C
Haiti,Sovereign,Latin America and the Caribbean,Caribbean,Haiti,HTI,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Haiti,332,8408,Haiti,102703.3149,98372.79785,4330.517095,7701.990806,20103.00967,40754.33784,29813.45953,0,95.78,0,1,0,1,has_ocean_deep,TRUE,TRUE,4,7,20,40,29,0,2,1,1,1,0,0,0,1,survey_research,,1,Haiti,Haiti,Lower middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,3,1,2,2,2,3,2,2,1,2,3,2,2,1,1,1,D
Nicaragua,Sovereign,Latin America and the Caribbean,Central America,Nicaragua,NIC,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,13,Central America,Nicaragua,558,8425,Nicaragua,212627.3,131863.4661,80763.83388,27268.05818,34954.37616,63287.90353,6353.128277,0,62.02,0,1,0,1,has_ocean_deep,TRUE,FALSE,38,13,16,30,3,0,2,1,1,1,0,0,0,1,survey_research,,1,Nicaragua,Nicaragua,Lower middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,5,1,3,3,2,3,2,2,1,2,3,3,2,2,3,2,D
Peru,Sovereign,Latin America and the Caribbean,South America,Peru,PER,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Peru,604,8432,Peru,845550.3562,759513.853,86036.50319,49956.48229,43833.76828,194269.7042,453675.8587,17778.03948,89.82,0,1,0,1,has_ocean_deep,TRUE,FALSE,10,6,5,23,54,2,2,1,1,1,0,0,0,1,survey_research,,1,Peru,Peru,Upper middle income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,4,5,3,5,5,2,4,2,1,1,2,3,2,1,2,2,1,C
Brazil,Sovereign,Latin America and the Caribbean,South America,Brazil,BRA,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Brazil,76,8464,Brazil,3662298.387,2932055.257,730243.1298,126849.5218,190184.3006,1316034.326,1298942.481,44.62843981,80.06,0,1,0,1,has_ocean_deep,TRUE,FALSE,20,3,5,36,35,0,3,1,1,1,0,0,0,1,survey_research,,1,Brazil,Brazil,Upper middle income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,5,5,4,5,5,5,4,2,1,1,2,3,2,1,2,2,1,C
Costa Rica,Sovereign,Latin America and the Caribbean,Central America,Costa Rica,CRI,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,13,Central America,Costa Rica,188,8424,Costa Rica,580875.6229,563022.1347,17853.48806,14198.98544,141232.3634,403896.4676,3694.318279,0,96.93,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,2,24,70,1,0,3,1,1,1,0,0,0,1,survey_research,,1,Costa Rica,Costa Rica,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,4,3,2,5,5,4,3,2,2,1,2,3,3,2,2,3,2,D
Guatemala,Sovereign,Latin America and the Caribbean,Central America,Guatemala,GTM,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,13,Central America,Guatemala,320,8430,Guatemala,109762.6822,95403.44639,14359.23581,4583.00312,2804.6952,62628.14926,23960.56574,1427.033066,86.92,0,1,0,1,has_ocean_deep,TRUE,FALSE,13,4,3,57,22,1,3,1,1,1,0,0,0,1,survey_research,,1,Guatemala,Guatemala,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,5,1,3,3,3,4,2,2,1,2,3,3,2,2,3,2,D
Honduras,Sovereign,Latin America and the Caribbean,Central America,Honduras,HND,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,13,Central America,Honduras,340,8427,Honduras,207345.1756,147299.5175,60045.6581,27737.02344,40197.93379,31405.41767,47959.1426,0,71.04,0,1,0,1,has_ocean_deep,TRUE,FALSE,29,13,19,15,23,0,3,1,1,1,0,0,0,1,survey_research,,1,Honduras,Honduras,Lower middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,2,1,1,2,1,4,2,2,1,2,3,3,2,2,3,2,D
Montserrat,Territory,Latin America and the Caribbean,Caribbean,Montserrat,MSR,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Montserrat,500,8415,Montserrat,7188.256544,7067.008526,121.2480188,1804.75833,4974.38861,287.8615856,0,0,98.31,0,1,0,1,has_ocean_deep,TRUE,TRUE,2,25,69,4,0,0,3,1,1,1,0,0,0,1,survey_research,,1,Montserrat,United Kingdom,Not classified,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,2,1,3,2,1,2,2,2,1,2,3,2,2,1,1,1,D
Jamaica,Sovereign,Latin America and the Caribbean,Caribbean,Jamaica,JAM,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Jamaica,388,8459,Jamaica,256185.1336,243184.3566,13000.77705,25242.49745,78396.93296,94775.17308,44479.63326,290.1198235,94.93,0,1,0,1,has_ocean_deep,TRUE,TRUE,5,10,31,37,17,0,4,1,1,1,0,0,0,1,survey_research,,1,Jamaica,Jamaica,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,3,1,3,3,2,3,2,2,1,2,3,2,2,1,1,1,D
Mexico,Sovereign,Latin America and the Caribbean,Central America,Mexico,MEX,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,13,Central America,Mexico,484,8429,Mexico,3175843.344,2770162.231,405681.1135,209092.3709,239337.7464,2011836.863,307430.042,2465.208721,87.23,0,1,0,1,has_ocean_deep,TRUE,FALSE,13,7,8,63,10,0,4,1,1,1,0,0,0,1,survey_research,,1,Mexico,Mexico,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,4,5,1,5,5,4,4,2,2,1,2,3,3,2,2,3,2,D
Argentina,Sovereign,Latin America and the Caribbean,South America,Argentina,ARG,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Argentina,32,8466,Argentina,1048377.694,277120.8162,771256.8776,59563.74024,41650.38044,104233.3962,71673.29932,0,26.43,0,1,0,1,has_ocean_deep,FALSE,FALSE,74,6,4,10,7,0,5,1,1,1,0,0,0,1,survey_research,,1,Argentina,Argentina,Upper middle income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,4,5,3,5,5,5,4,2,1,1,2,3,2,1,2,2,1,C
Barbados,Sovereign,Latin America and the Caribbean,Caribbean,Barbados,BRB,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Barbados,52,8418,Barbados,184975.4118,184675.528,299.8837619,3789.867319,28207.12139,60687.40151,91991.13781,0,99.84,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,2,15,33,50,0,5,1,1,1,0,0,0,1,survey_research,,1,Barbados,Barbados,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,3,2,4,1,3,2,4,2,2,1,2,3,2,2,1,1,1,D
Colombia,Sovereign,Latin America and the Caribbean,South America,Colombia,COL,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Colombia,170,8426,Colombia,707833.5753,661460.3435,46373.23189,45149.26747,80028.52206,472437.105,63845.44891,0,93.45,0,1,0,1,has_ocean_deep,TRUE,TRUE,7,6,11,67,9,0,5,1,1,1,0,0,0,1,survey_research,,1,Colombia,Colombia,Upper middle income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,4,5,1,5,5,5,4,2,1,1,2,3,2,1,2,2,1,C
El Salvador,Sovereign,Latin America and the Caribbean,Central America,El Salvador,SLV,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,13,Central America,El Salvador,222,8428,El Salvador,94897.2779,76660.91248,18236.36542,4182.119317,3821.456744,56683.02323,11887.26012,87.05306654,80.78,0,1,0,1,has_ocean_deep,TRUE,FALSE,19,4,4,60,13,0,5,1,1,1,0,0,0,1,survey_research,,1,El Salvador,El Salvador,Lower middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,4,1,4,4,2,3,2,2,1,2,3,3,2,2,3,2,D
Guyana,Sovereign,Latin America and the Caribbean,South America,Guyana,GUY,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,5,South America,Guyana,328,8460,Guyana,134212.834,85000.87004,49211.96393,5877.429191,15100.3736,64023.06725,0,0,63.33,0,1,0,1,has_ocean_deep,TRUE,FALSE,37,4,11,48,0,0,5,1,1,1,0,0,0,1,survey_research,,1,Guyana,Guyana,Upper middle income,1,Americas,2,2,1,3,C,2.40,2.00,3.40,2,4,1,2,2,2,3,2,1,1,2,3,2,1,2,2,1,C
Trinidad and Tobago,Sovereign,Latin America and the Caribbean,Caribbean,Trinidad and Tobago,TTO,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Trinidad and Tobago,780,8420,Trinidad and Tobago,76307.13275,53130.34869,23176.78407,7884.8623,34049.93232,11041.27814,154.2759256,0,69.63,0,1,0,1,has_ocean_deep,TRUE,FALSE,30,10,45,14,0,0,7,1,1,1,0,0,0,1,survey_research,,1,Trinidad and Tobago,Trinidad and Tobago,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,3,2,1,3,2,4,4,2,2,1,2,3,2,2,1,1,1,D
Venezuela,Sovereign,Latin America and the Caribbean,South America,Venezuela,VEN,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Venezuela (Bolivarian Republic of),862,8433,Venezuela,468565.0602,362847.1586,105717.9016,49759.62341,73784.69301,98574.88169,140727.9605,0,77.44,0,1,0,1,has_ocean_deep,TRUE,FALSE,23,11,16,21,30,0,11,1,1,1,0,0,0,1,survey_research,,1,Venezuela,Venezuela,Not classified,1,Americas,2,2,1,3,C,2.40,2.00,3.40,3,5,1,5,5,3,5,2,1,1,2,3,2,1,2,2,1,C
Bermuda,Sovereign,Northern America,Northern America,Bermuda,BMU,Developed,SIDS,SIDS,19,Americas,21,Northern America,,,Bermuda,60,8402,Bermuda,464157.9907,463279.1775,878.8132594,543.4701299,1247.253219,7778.529626,453708.4457,1.478818879,99.81,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,2,98,0,0,0,1,0,0,1,0,1,research_only,,1,Bermuda,United Kingdom,High income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3,5,5,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A
Saint Pierre and Miquelon,Territory,Northern America,Northern America,Saint Pierre and Miquelon,SPM,Developed,,Developed,19,Americas,21,Northern America,,,Saint Pierre and Miquelon,666,8494,Saint-Pierre and Miquelon,12402.68807,4512.804648,7889.883419,1800.653191,638.1354319,2074.016025,0,0,36.39,0,1,0,1,has_ocean_deep,FALSE,FALSE,64,15,5,17,0,0,0,0,1,0,0,1,0,1,research_only,,1,Saint Pierre and Miquelon,France,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,5,1,1,3,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A
Greenland,Territory,Northern America,Northern America,Greenland,GRL,Developed,,Developed,19,Americas,21,Northern America,,,Greenland,304,8438,Greenland,2249958.819,1924580.933,325377.8856,761561.2369,295040.1437,837830.7296,30148.82315,0,85.54,0,1,0,1,has_ocean_deep,TRUE,FALSE,14,34,13,37,1,0,1,1,1,1,0,0,0,1,survey_research,,1,Greenland,Denmark,High income,1,Americas,4,3,5,5,B,2.50,4.50,5.00,2,4,1,3,1,2,4,5,2,4,5,5,4,4,4,4,3,A
Canada,Sovereign,Northern America,Northern America,Canada,CAN,Developed,,Developed,19,Americas,21,Northern America,,,Canada,124,8493,Canada,5639259.647,3079766.123,2559493.523,1494333.312,414373.2518,1048309.322,122750.2376,0,54.61,0,1,0,1,has_ocean_deep,TRUE,FALSE,45,26,7,19,2,0,3,1,1,1,0,0,0,1,survey_research,,1,Canada,Canada,High income,1,Americas,4,3,5,5,B,2.50,4.50,5.00,5,5,5,5,5,5,5,5,2,4,5,5,4,4,4,4,3,A
United States of America,Sovereign,Northern America,Northern America,United States,USA,Developed,,Developed,19,Americas,21,Northern America,,,United States of America,840,8456,United States,8574768.889,6441221.663,2133547.226,585940.2499,422168.0434,2004357.708,3332993.152,95762.50949,75.12,0,1,0,1,has_ocean_deep,TRUE,FALSE,25,7,5,23,39,1,34,1,1,1,0,0,0,1,survey_research,,1,United States of America,United States of America,High income,1,Americas,4,3,5,5,B,2.50,4.50,5.00,5,5,5,5,5,5,5,5,2,4,5,5,4,4,4,4,3,A
Cocos (Keeling) Islands,Territory,Oceania,Australia and New Zealand,Cocos Islands,CCK,Developed,,Developed,9,Oceania,53,Australia and New Zealand,,,Cocos (Keeling) Islands,166,8308,Cocos Islands,467394.9177,467189.5595,205.3582115,804.79821,2024.716846,24193.21348,431878.7623,8288.068708,99.96,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,5,92,2,0,0,1,0,0,1,0,1,research_only,,1,Cocos (Keeling) Islands,Australia,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,1,3,2,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B
Christmas Island,Territory,Oceania,Australia and New Zealand,Christmas Island,CXR,Developed,,Developed,9,Oceania,53,Australia and New Zealand,,,Christmas Island,162,8309,Christmas Island,327968.1949,327945.2795,22.91539463,233.8522999,1935.11242,21928.68409,277965.7302,25881.90047,99.99,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,1,7,85,8,0,0,1,0,0,1,0,1,research_only,,1,Christmas Island,Australia,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,1,3,1,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B
Heard Island and McDonald Islands,Territory,Oceania,Australia and New Zealand,Heard Island and McDonald Islands,HMD,Developed,,Developed,9,Oceania,53,Australia and New Zealand,,,Heard Island and McDonald Islands,334,8388,Heard and McDonald Islands,417274.571,413401.8762,3872.694797,93096.48853,95813.27941,170554.8056,53937.30264,0,99.07,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,22,23,41,13,0,0,0,1,0,0,1,0,1,research_only,,1,Heard Island and McDonald Islands,Australia,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,1,4,2,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B
Norfolk Island,Territory,Oceania,Australia and New Zealand,Norfolk Island,NFK,Developed,,Developed,9,Oceania,53,Australia and New Zealand,,,Norfolk Island,574,8310,Norfolk Island,430732.6574,427599.1574,3133.500035,20406.07072,49553.72077,342715.2286,14923.95,0.187320828,99.27,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,5,12,80,3,0,0,0,1,0,0,1,0,1,research_only,,1,Norfolk Island,Australia,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,4,1,5,2,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B
New Caledonia,Territory,Oceania,Melanesia,New Caledonia,NCL,Developing,SIDS,SIDS,9,Oceania,54,Melanesia,,,New Caledonia,540,8312,New Caledonia,1172869.774,1128876.14,43993.63426,65883.70632,247778.408,637497.1887,174247.655,3469.18151,96.25,0,1,0,1,has_ocean_deep,TRUE,TRUE,4,6,21,54,15,0,0,0,1,0,0,1,0,1,research_only,,1,New Caledonia,France,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3,3,3,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Wake Island,Territory,Oceania,Micronesia,United States Minor Outlying Islands,,Unclassified,,Unclassified,,,,,,,,,8319,Wake Island,407114.4289,407104.9357,9.493292138,236.811879,5114.596849,20492.92227,380818.3758,442.228853,100.00,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,1,5,94,0,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Wake Island,United States of America,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Guam,Territory,Oceania,Micronesia,Guam,GUM,Developing,SIDS,SIDS,9,Oceania,57,Micronesia,,,Guam,316,48957,Guam,208180.2381,207947.7495,232.488584,2415.185544,7010.456078,83432.74919,70979.77305,44109.58568,99.89,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,1,3,40,34,21,0,0,1,0,0,1,0,1,research_only,,1,Guam,United States of America,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,5,3,5,5,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Northern Mariana Islands,Territory,Oceania,Micronesia,Northern Mariana Islands,MNP,Developing,SIDS,SIDS,9,Oceania,57,Micronesia,,,Northern Mariana Islands,580,48980,Northern Mariana Islands,763557.1529,762790.3251,766.8277748,5630.983756,37765.08108,333257.9087,293942.349,92194.0026,99.90,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,1,5,44,38,12,0,0,1,0,0,1,0,1,research_only,,1,Northern Mariana Islands,United States of America,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,5,2,4,3,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Marshall Islands,Sovereign,Oceania,Micronesia,Marshall Islands,MHL,Developing,SIDS,SIDS,9,Oceania,57,Micronesia,,,Marshall Islands,584,8318,Marshall Islands,1997198.544,1984406.025,12792.51883,9555.187867,38755.83055,220569.7604,1713266.672,2258.574093,99.36,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,0,2,11,86,0,0,0,1,0,0,1,0,1,research_only,,1,Marshall Islands,Marshall Islands,Upper middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,5,3,4,3,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Micronesia,Sovereign,Oceania,Micronesia,Micronesia,FSM,Developing,SIDS,SIDS,9,Oceania,57,Micronesia,,,Micronesia (Federated States of),583,8316,Micronesia,3007694.186,2989404.642,18289.54417,23210.76136,100168.171,1254178.191,1575623.409,36224.10931,99.39,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,1,3,42,52,1,0,0,1,0,0,1,0,1,research_only,,1,Micronesia,Micronesia,Lower middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,5,3,4,5,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Nauru,Sovereign,Oceania,Micronesia,Nauru,NRU,Developing,SIDS,SIDS,9,Oceania,57,Micronesia,,,Nauru,520,8317,Nauru,309252.0251,309245.187,6.83807303,52.78147857,138.0262849,59453.02386,249601.3554,0,100.00,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,19,81,0,0,0,1,0,0,1,0,1,research_only,,1,Nauru,Nauru,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,1,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Kiribati,Sovereign,Oceania,Micronesia,Kiribati,KIR,Developing,SIDS,SIDS,9,Oceania,57,Micronesia,,,Kiribati,296,8309,Christmas Island,3437295.399,3433871.573,3423.826295,5163.037623,23794.0104,336035.44,3046279.357,22599.72801,99.90,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,1,10,89,1,1,1,1,1,0,0,0,1,survey_research,,1,Kiribati,Kiribati,Lower middle income,1,,2,5,1,1,E,4.25,1.25,1.75,2,3,1,2,3,1,3,1,2,#N/A,#N/A,#N/A,1,3,#N/A,#N/A,#N/A,D
